,geometry,WAARNEMING_ID,NAAM,CODE,OMSCHRIJVING,STATUSWAARDE,BEMONSTERINGSHOOGTE,REFERENTIEVLAK,OPDRACHTGEVENDE_INSTANTIE,KWALITEITSWAARDE_CODE,WAARDE_LAATSTE_METING,TIJDSTIP_LAATSTE_METING,PARAMETER_WAT_OMSCHRIJVING,BEMONSTERINGSAPPARAATCODE,BEMONSTERINGSMETHODECODE,BEMONSTERINGSSOORTCODE,BIOTAXONCODE,BIOTAXONTYPE,COMPARTIMENTCODE,EENHEIDCODE,GROOTHEIDCODE,HOEDANIGHEIDCODE,MEETAPPARAATCODE,ORGAANCODE,PARAMETERCODE,TYPERINGCODE,GROEPERINGCODE,WAARDEBEPALINGSTECHNIEKCODE,WAARDEBEPALINGSMETHODECODE,WAARDEBEWERKINGSMETHODECODE,index_right,beleidnaambronhouder,identificatie,beleidbronnaam,beleidbronurl,begingeldigheid,beleidbrondatum,beleidnaam,bronhouder,classificatie1,classificatie2,classificatie3
899071,POINT (245500.0326386186 609809.9985174687),5162521,Uithuizerwad,uithuizerwad,"voorheen Uithuizerwad, 1",Ongecontroleerd,-999999999,NVT,RIKZ_WAT,00,91.0,2025-11-27T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10081,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899317,POINT (200086.00805644417 607734.0456984105),5163374,Engelsmanplaat,engelsmanplaat,Engelsmanplaat,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-32.0,1998-12-31T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899406,POINT (169249.99977466397 605900.0549534864),5163694,Borndiep,borndiep,Borndiep,Gecontroleerd,-999999999,NVT,RIKZSBW,00,-107.0,2008-03-27T06:48:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10005,NVT,NVT,NVT,,NVT,other:F183,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899475,POINT (151835.0112485715 578436.0223619972),5163931,Pollendam,pollendam,Pollendam,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-35.0,1996-10-18T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899547,POINT (165939.97147826193 603850.0003518455),5164184,Boschgat,boschgat,Boschgat,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,37.0,1996-08-08T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899633,POINT (111849.98711498224 553229.9992972258),5164481,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-57.0,1960-12-31T23:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899721,POINT (232160.03152450908 617758.024777798),5164785,Schild noord,schildnoord,Schild noord,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-90.0,1995-12-20T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899846,POINT (239571.01986066444 616054.9681653657),5165212,Horsbornzand,horsbornzand,Horsbornzand,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,58.0,1995-12-04T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899854,POINT (170500.0002628765 592850.0463623883),5165237,Zwarte Haan,zwartehaan,Zwarte Haan,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,60.0,1998-06-23T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899915,POINT (169249.99977466397 605900.0549534864),5165455,Borndiep,borndiep,Borndiep,Gecontroleerd,-999999999,NVT,RIKZSBW,00,-67.0,2008-01-08T15:35:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10005,NVT,NVT,NVT,,NVT,other:F183,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
899993,POINT (173623.99899082724 602761.0035498189),5165721,Vrijheidsplaat,vrijheidsplaat,Vrijheidsplaat,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-27.0,1998-12-03T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900046,POINT (111849.98711498224 553229.9992972258),5165904,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Ongecontroleerd,-999999999,NVT,RIKZ_WAT,00,73.0,1953-02-05T23:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900104,POINT (151790.97503928177 597886.0505610477),5166110,Oosterom,oosterom,Oosterom,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,13.0,1999-10-04T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900131,POINT (141500.0241350465 575049.9952956529),5166214,Inschot,inschot,Inschot,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,89.0,1998-10-22T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900186,POINT (169249.99977466397 605900.0549534864),5166423,Borndiep,borndiep,Borndiep,Gecontroleerd,-999999999,NVT,RIKZSBW,00,-58.0,2008-01-09T03:21:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10005,NVT,NVT,NVT,,NVT,other:F183,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900525,POINT (245500.0326386186 609809.9985174687),5167615,Uithuizerwad,uithuizerwad,"voorheen Uithuizerwad, 1",Ongecontroleerd,-999999999,NVT,RIKZ_WAT,00,67.0,2009-06-29T20:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10220,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900538,POINT (179743.03006612838 604896.9891156603),5167659,"Ameland, Nes",ameland.nes,"Ameland, Nes",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,65.0,1979-09-27T00:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10169,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900649,POINT (199999.96918139217 602586.9598247408),5168077,Wierumerwad,wierumerwad,1,Gecontroleerd,-999999999,NVT,RIKZ_WAT,00,21.0,2022-07-11T01:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10081,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900711,POINT (224799.99813235243 614400.0549390113),5168285,Spruit,spruit,Spruit,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,174.0,1994-12-04T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900783,POINT (162879.0263491952 589563.9921819731),5168535,Vingegat II,vingegatii,Vingegat II,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,102.0,1999-07-16T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900833,POINT (241940.01244903528 613014.9935984703),5168712,Oude Westereems,oudewestereems,Oude Westereems,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,34.0,1997-11-19T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900892,POINT (169249.99977466397 605900.0549534864),5168921,Borndiep,borndiep,Borndiep,Gecontroleerd,-999999999,NVT,RIKZSBW,00,-137.0,2008-05-05T16:42:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10005,NVT,NVT,NVT,,NVT,other:F183,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
900927,POINT (170500.0002628765 592850.0463623883),5169051,Zwarte Haan,zwartehaan,Zwarte Haan,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,122.0,1995-11-09T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901006,POINT (141500.0241350465 575049.9952956529),5169339,Inschot,inschot,Inschot,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,191.0,1999-11-06T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901060,POINT (156480.00531856908 576549.9896817596),5169519,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Ongecontroleerd,-999999999,NVT,RIKZ_WAT,00,196.0,1953-02-05T00:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901083,POINT (229829.01041306864 607575.9538269683),5169610,"Zuid Oost Lauwers, oost",zuidoostlauwers.oost,"Zuid Oost Lauwers, oost",Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,33.0,1998-11-24T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901086,POINT (169249.99977466397 605900.0549534864),5169620,Borndiep,borndiep,Borndiep,Gecontroleerd,-999999999,NVT,RIKZSBW,00,81.0,2008-01-29T13:49:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10005,NVT,NVT,NVT,,NVT,other:F183,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901141,POINT (147700.01683997 581999.9975049143),5169819,"Blauwe Slenk, oost",blauweslenk.oost,"Blauwe Slenk, oost",Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-67.0,1995-11-06T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901350,POINT (200086.00805644417 607734.0456984105),5170550,Engelsmanplaat,engelsmanplaat,Engelsmanplaat,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,87.0,2000-05-08T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901520,POINT (216465.97198477393 605485.0464937869),5171157,Lutjewad,lutjewad,Lutjewad,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-81.0,1998-08-18T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901537,POINT (217950.01446909673 610250.015188952),5171220,Schiermonnikoog.Eilanderbalg,schiermonnikoog.eilanderbalg,Schiermonnikoog.Eilanderbalg,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-31.0,2000-09-11T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901660,POINT (199342.0219217618 608781.0324986115),5171653,"Engelsmanplaat, noord",engelsmanplaat.noord,"Engelsmanplaat, noord",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,87.0,1992-11-30T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901687,POINT (156480.00531856908 576549.9896817596),5171748,"Harlingen, Waddenzee",harlingen.waddenzee,"Harlingen, Waddenzee",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,38.0,1960-12-31T23:40:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901812,POINT (143870.00713424713 597419.9822211565),5172191,"Terschelling, west",terschelling.west,"Terschelling, west",Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,111.0,1972-11-21T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
901901,POINT (141758.01485041372 568564.0059316497),5172523,Omdraai,omdraai,Omdraai,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,15.0,1998-12-08T23:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
902013,POINT (216465.97198477393 605485.0464937869),5172906,Lutjewad,lutjewad,Lutjewad,Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,-84.0,2000-10-29T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
902167,POINT (199342.0219217618 608781.0324986115),5173478,"Engelsmanplaat, noord",engelsmanplaat.noord,"Engelsmanplaat, noord",Ongecontroleerd,-999999999,NVT,NNXXREG_WAT,00,84.0,1996-09-02T00:50:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,,NVT,other:F007,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
902179,POINT (241940.01244903528 613014.9935984703),5173529,Oude Westereems,oudewestereems,Oude Westereems,Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,75.0,1983-12-31T23:00:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905300,POINT (179743.03006612838 604896.9891156603),5304299,"Ameland, Nes",ameland.nes,"Ameland, Nes",Gecontroleerd,-999999999,NVT,RIKZMON_WAT,00,99.0,2024-12-31T22:45:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10042,NVT,NVT,NVT,GETETM2,NVT,other:F010,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905316,POINT (115000.00033091923 549840.0554559415),5304388,Oostoever,oostoever,Oostoever,Definitief,-999999999,NVT,RIKZMON_WAT,00,-2.0,1980-12-31T19:35:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905326,POINT (143870.00713424713 597419.9822211565),5304454,"Terschelling, west",terschelling.west,"Terschelling, west",Definitief,-999999999,NVT,RIKZMON_WAT,00,49.0,1972-12-31T18:28:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10256,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905349,POINT (111849.98711498224 553229.9992972258),5304594,"Den Helder, Marsdiep",denhelder.marsdiep,"Den Helder, Marsdiep",Definitief,-999999999,NVT,RIKZMON_WAT,00,51.0,1978-12-31T20:44:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10177,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
905357,POINT (158319.97980939058 580390.0491630681),5304688,Roptazijl,roptazijl,Roptazijl,Ongecontroleerd,-999999999,NVT,RIKZMON_WAT,00,-111.0,1917-12-31T19:25:00.000Z,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,8000,NVT,SB,NVT,,OW,cm,WATHTE,NAP,10272,NVT,NVT,NVT,GETETM2,NVT,other:F009,NVT,0,Rijkswateren,Waddenzee,Omgevingswet,https://wetten.overheid.nl/BWBR0037885/2024-01-01/0,2025-04-01T00:00:00+02:00,2025-04-01T00:00:00+02:00,NNN-Rijksw,54,,,
